Id,BldgType,LotArea,GrLivArea,YearBuilt,YrSold,SalePrice
1440,1Fam,11584,1725,1979,2007,197000
1441,1Fam,11526,2555,1922,2008,191000
1442,TwnhsE,4426,848,2004,2008,149300
1443,1Fam,11003,,2008,2009,310000
1444,1Fam,8854,,1916,2009,121000
1445,1Fam,8500,1422,2004,2007,179600
1446,1Fam,8400,913,1966,2007,129000
1448,1Fam,10000,,1995,2007,240000
1449,1Fam,11767,1346,1910,2007,112000
1450,Twnhs,1533,630,1970,2006,92000
1451,Duplex,9000,1792,1974,2009,136000
1452,1Fam,9262,1578,2008,2009,287090
1453,TwnhsE,3675,,2005,2006,145000
1454,1Fam,17217,,2006,2006,84500
1455,1Fam,7500,1221,2004,2009,185000
1456,1Fam,7917,1647,1999,2007,175000
1460,1Fam,9937,1256,1965,2008,147500
17,1Fam,11241,1004,1970,2010,149000
25,1Fam,8246,1060,1968,2010,154000
27,1Fam,7200,900,1951,2010,134800
28,1Fam,11478,1704,2007,2010,306000
34,1Fam,10552,1700,1959,2010,165500
39,1Fam,7922,1057,1953,2010,109000
46,TwnhsE,7658,1752,2005,2010,319900
53,Duplex,8472,816,1963,2010,110000
64,1Fam,10300,1710,1921,2010,140000
67,1Fam,19900,2207,1970,2010,180000
69,1Fam,4608,747,1945,2010,80000
74,1Fam,10200,1086,1954,2010,144900
75,1Fam,5790,1605,1915,2010,107400
79,Duplex,10778,1768,1968,2010,136500
99,1Fam,10625,835,1920,2010,83000
100,1Fam,9320,1225,1959,2010,128950
101,1Fam,10603,1610,1977,2010,205000
102,1Fam,9206,1732,1985,2010,178000
104,1Fam,10402,1226,2009,2010,198900
110,1Fam,11751,1844,1977,2010,190000
112,1Fam,7750,1430,2000,2010,180000
119,1Fam,12376,3222,1990,2010,320000
141,1Fam,10500,864,1971,2010,115000
143,1Fam,8520,1385,1952,2010,166000
148,1Fam,9505,2035,2001,2010,222500
158,1Fam,12003,1968,2009,2010,269500
159,1Fam,12552,1947,2004,2010,254900
163,1Fam,12182,1541,2005,2010,220000
172,1Fam,31770,1656,1960,2010,215000
201,1Fam,8546,1121,2003,2010,140000
212,1Fam,10420,1212,2009,2010,186000
215,1Fam,10900,1392,1977,2010,161750
229,1Fam,8521,912,1967,2010,125000
231,1Fam,8760,1194,1959,2010,148000
234,1Fam,10650,894,1976,2010,128200
235,1Fam,7851,1960,2002,2010,216500
237,1Fam,8773,1414,2004,2010,185500
238,1Fam,9453,1744,1993,2010,194500
240,1Fam,8741,1487,1945,2010,113000
241,1Fam,9000,1566,2008,2010,262500
245,1Fam,8880,2110,1994,2010,205000
251,1Fam,5350,1306,1940,2010,76500
255,1Fam,8400,1314,1957,2010,145000
264,1Fam,5500,1316,1929,2010,130000
273,1Fam,11764,2270,1999,2010,290000
277,1Fam,9196,1560,2003,2010,201000
278,1Fam,19138,864,1951,2010,141000
289,1Fam,9819,900,1967,2010,122000
325,1Fam,11275,2978,1967,2010,242000
341,1Fam,14191,1908,2002,2010,202900
345,TwnhsE,2592,1112,1976,2010,85000
354,1Fam,8520,720,1928,2010,105900
369,1Fam,7800,1268,1954,2010,132000
370,1Fam,9830,1287,1959,2010,162000
373,TwnhsE,7175,752,1984,2010,125000
379,1Fam,11394,1856,2010,2010,394432
381,1Fam,5000,1691,1924,2010,127000
386,TwnhsE,3182,1269,2004,2010,192000
396,1Fam,9571,1144,1956,2010,129000
413,1Fam,4403,1478,2009,2010,222000
414,1Fam,8960,1028,1927,2010,115000
420,1Fam,8450,1056,1968,2010,142000
447,1Fam,16492,1888,1966,2010,190000
471,TwnhsE,6820,1502,1985,2010,212000
504,1Fam,15602,1801,1959,2010,289000
533,1Fam,7200,827,1955,2010,107500
540,1Fam,11423,1601,2001,2010,272000
561,1Fam,11341,1392,1957,2010,121500
566,1Fam,6858,1647,1915,2010,128000
568,1Fam,10171,1535,2004,2010,214000
604,TwnhsE,3182,1200,2004,2010,151000
615,TwnhsE,1491,630,1972,2010,75500
616,1Fam,8800,1054,1963,2010,137500
626,1Fam,10000,1116,1962,2010,160000
628,1Fam,9600,1520,1955,2010,153000
635,Duplex,6979,1056,1980,2010,144000
649,1Fam,7700,1839,1966,2010,155000
656,Twnhs,1680,1092,1971,2010,88000
659,1Fam,17503,1458,1948,2010,97500
681,TwnhsE,8012,923,1980,2010,143000
685,1Fam,16770,1839,1998,2010,221000
699,1Fam,8450,894,1965,2010,138500
704,2fmCon,7630,1812,1900,2010,140000
705,1Fam,8400,1484,2004,2010,213000
706,2fmCon,5600,1092,1930,2010,55000
712,1Fam,8712,1178,1900,2010,102776
715,1Fam,13517,1479,1976,2010,130500
722,TwnhsE,4426,848,2004,2010,143000
731,TwnhsE,5389,1616,1995,2010,236500
749,1Fam,10593,1720,1996,2010,260400
751,1Fam,8800,1140,1910,2010,96500
758,1Fam,11616,1386,1978,2010,158900
763,1Fam,8640,1547,2009,2010,215200
767,1Fam,10421,1714,1988,2010,196500
770,1Fam,53504,3279,2003,2010,538000
773,1Fam,7819,1117,1976,2010,107000
787,1Fam,10800,1652,1915,2010,139000
788,1Fam,10142,2084,2004,2010,233000
796,1Fam,8400,1564,1980,2010,171000
813,1Fam,8712,1044,1952,2010,55993
816,1Fam,12137,1661,1998,2010,224900
819,1Fam,8816,1052,1971,2010,155000
820,TwnhsE,6371,1358,2009,2010,224000
833,1Fam,9548,1829,2003,2010,237000
836,1Fam,9600,1067,1950,2010,128000
856,1Fam,6897,1040,1962,2010,127000
862,2fmCon,11625,1039,1965,2010,131500
863,1Fam,9672,1097,1984,2010,152000
870,1Fam,9938,1949,1993,2010,236000
872,1Fam,8750,1682,1998,2010,200500
879,1Fam,11782,1155,1961,2010,148000
899,1Fam,12919,2364,2009,2010,611657
906,1Fam,9920,1063,1954,2010,128000
911,Duplex,11600,2274,1960,2010,154300
940,1Fam,24090,2403,1940,2010,244400
950,1Fam,9360,1381,1972,2010,197500
960,Twnhs,2572,1416,1999,2010,155000
961,1Fam,7207,858,1958,2010,116500
965,1Fam,11316,1894,2002,2010,214900
973,TwnhsE,7892,918,1979,2010,99500
988,1Fam,10159,1940,2009,2010,395192
1000,1Fam,6762,1208,2006,2010,206000
1012,Duplex,9825,1664,1965,2010,100000
1027,1Fam,9300,1264,1960,2010,167500
1050,1Fam,11100,930,1946,2010,84900
1054,1Fam,8562,1526,1957,2010,144500
1061,TwnhsE,4920,1338,2001,2010,213500
1066,1Fam,14000,2260,1996,2010,328000
1082,1Fam,7500,1040,1963,2010,133000
1086,1Fam,9069,996,1992,2010,147000
1087,TwnhsE,1974,1092,1973,2010,83500
1095,1Fam,5868,936,1956,2010,129000
1106,1Fam,12256,2622,1994,2010,325000
1138,1Fam,6342,1020,1875,2010,94000
1145,2fmCon,12180,924,1941,2010,80000
1161,Twnhs,2280,1456,1978,2010,146000
1167,1Fam,10475,1694,2008,2010,245350
1190,1Fam,7500,1804,1999,2010,189000
1195,1Fam,9364,1352,1969,2010,158000
1211,1Fam,11218,1845,1992,2010,189000
1212,1Fam,12134,1752,1988,2010,164000
1217,Duplex,8930,1902,1978,2010,112000
1234,1Fam,12160,1188,1959,2010,142000
1237,Twnhs,2628,1626,2003,2010,175500
1243,1Fam,10625,1173,1974,2010,170000
1248,1Fam,12328,1034,1976,2010,169900
1251,1Fam,11160,2110,1968,2010,244000
1268,1Fam,13214,2018,2008,2010,378500
1271,1Fam,23595,1524,1979,2010,260000
1280,1Fam,7500,1128,1920,2010,68400
1284,Duplex,9400,1824,1971,2010,139000
1285,1Fam,9638,2447,1919,2010,169000
1287,1Fam,9790,1328,1963,2010,143000
1291,1Fam,14112,1152,1964,2010,180500
1300,1Fam,7500,1246,1959,2010,154000
1311,1Fam,17500,1902,1959,2010,335000
1314,1Fam,14774,2599,1999,2010,333168
1323,1Fam,10186,1923,1992,2010,190000
1354,1Fam,14720,3238,1995,2010,410000
1358,1Fam,12537,1078,1971,2010,149900
1359,Twnhs,2117,1573,2000,2010,177500
1366,1Fam,7500,1674,2000,2010,216000
1370,1Fam,10635,1668,2003,2010,232000
1381,1Fam,8212,864,1914,2010,58500
1386,1Fam,5436,1154,1922,2010,125500
1397,1Fam,57200,1687,1948,2010,160000
1409,1Fam,7740,1363,1910,2010,125500
1417,2fmCon,11340,2290,1885,2010,122500
1422,TwnhsE,4043,1069,1977,2010,127500
1429,1Fam,7200,804,1940,2010,119000
1439,1Fam,7407,1236,1957,2010,149700
1447,1Fam,26142,1188,1962,2010,157900
1457,1Fam,13175,2073,1978,2010,210000
1458,1Fam,9042,2340,1941,2010,266500
1459,1Fam,9717,1078,1950,2010,142125
